Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,Month,DayOfWeek,Quarter,Inventory_Gap,Price_Margin,Markup_Ratio
2024-02-24,SKU_1,WH_1,SUP_8,South,31,455,14,379,0,13.95,20.48,0,0,40.18,2,5,1,76,6.530000000000001,0.4681003584229392
2024-02-25,SKU_1,WH_1,SUP_8,East,32,423,14,379,0,13.95,20.48,0,0,31.28,2,6,1,44,6.530000000000001,0.4681003584229392
2024-02-26,SKU_1,WH_1,SUP_8,East,34,389,14,379,0,13.95,20.48,0,0,29.97,2,0,1,10,6.530000000000001,0.4681003584229392
2024-02-27,SKU_1,WH_1,SUP_8,East,31,358,14,379,0,13.95,20.48,0,0,28.43,2,1,1,-21,6.530000000000001,0.4681003584229392
2024-02-28,SKU_1,WH_1,SUP_8,North,28,575,14,379,245,13.95,20.48,0,0,28.57,2,2,1,196,6.530000000000001,0.4681003584229392
2024-02-29,SKU_1,WH_1,SUP_8,East,31,544,14,379,0,13.95,20.48,0,0,25.17,2,3,1,165,6.530000000000001,0.4681003584229392
2024-03-01,SKU_1,WH_1,SUP_8,North,33,511,14,379,0,13.95,20.48,1,0,35.33,3,4,1,132,6.530000000000001,0.4681003584229392
2024-03-02,SKU_1,WH_1,SUP_8,South,28,483,14,379,0,13.95,20.48,0,0,22.75,3,5,1,104,6.530000000000001,0.4681003584229392
2024-03-03,SKU_1,WH_1,SUP_8,West,29,454,14,379,0,13.95,20.48,0,0,30.16,3,6,1,75,6.530000000000001,0.4681003584229392
2024-03-04,SKU_1,WH_1,SUP_8,East,32,422,14,379,0,13.95,20.48,0,0,28.76,3,0,1,43,6.530000000000001,0.4681003584229392
2024-03-05,SKU_1,WH_1,SUP_8,North,34,388,14,379,0,13.95,20.48,0,0,34.15,3,1,1,9,6.530000000000001,0.4681003584229392
2024-03-06,SKU_1,WH_1,SUP_8,East,31,357,14,379,0,13.95,20.48,0,0,28.82,3,2,1,-22,6.530000000000001,0.4681003584229392
2024-03-07,SKU_1,WH_1,SUP_8,West,31,538,14,379,212,13.95,20.48,0,0,32.54,3,3,1,159,6.530000000000001,0.4681003584229392
2024-03-08,SKU_1,WH_1,SUP_8,North,36,502,14,379,0,13.95,20.48,0,0,36.02,3,4,1,123,6.530000000000001,0.4681003584229392
2024-03-09,SKU_1,WH_1,SUP_8,East,26,476,14,379,0,13.95,20.48,0,0,25.62,3,5,1,97,6.530000000000001,0.4681003584229392
2024-03-10,SKU_1,WH_1,SUP_8,East,25,451,14,379,0,13.95,20.48,0,0,24.29,3,6,1,72,6.530000000000001,0.4681003584229392
2024-03-11,SKU_1,WH_1,SUP_8,South,24,427,14,379,0,13.95,20.48,0,0,22.63,3,0,1,48,6.530000000000001,0.4681003584229392
2024-03-12,SKU_1,WH_1,SUP_8,West,27,400,14,379,0,13.95,20.48,0,0,27.24,3,1,1,21,6.530000000000001,0.4681003584229392
2024-03-13,SKU_1,WH_1,SUP_8,North,31,369,14,379,0,13.95,20.48,0,0,25.36,3,2,1,-10,6.530000000000001,0.4681003584229392
2024-03-14,SKU_1,WH_1,SUP_8,East,25,548,14,379,204,13.95,20.48,0,0,27.04,3,3,1,169,6.530000000000001,0.4681003584229392
2024-03-15,SKU_1,WH_1,SUP_8,East,29,519,14,379,0,13.95,20.48,0,0,27.05,3,4,1,140,6.530000000000001,0.4681003584229392
2024-03-16,SKU_1,WH_1,SUP_8,East,29,490,14,379,0,13.95,20.48,0,0,27.54,3,5,1,111,6.530000000000001,0.4681003584229392
2024-03-17,SKU_1,WH_1,SUP_8,South,25,465,14,379,0,13.95,20.48,0,0,29.98,3,6,1,86,6.530000000000001,0.4681003584229392
2024-03-18,SKU_1,WH_1,SUP_8,South,27,438,14,379,0,13.95,20.48,1,0,25.97,3,0,1,59,6.530000000000001,0.4681003584229392
2024-03-19,SKU_1,WH_1,SUP_8,West,23,415,14,379,0,13.95,20.48,0,0,25.75,3,1,1,36,6.530000000000001,0.4681003584229392
2024-03-20,SKU_1,WH_1,SUP_8,North,25,390,14,379,0,13.95,20.48,0,0,30.77,3,2,1,11,6.530000000000001,0.4681003584229392
2024-03-21,SKU_1,WH_1,SUP_8,North,26,364,14,379,0,13.95,20.48,0,0,22.16,3,3,1,-15,6.530000000000001,0.4681003584229392
2024-03-22,SKU_1,WH_1,SUP_8,North,26,584,14,379,246,13.95,20.48,0,0,25.21,3,4,1,205,6.530000000000001,0.4681003584229392
2024-03-23,SKU_1,WH_1,SUP_8,South,27,557,14,379,0,13.95,20.48,0,0,30.29,3,5,1,178,6.530000000000001,0.4681003584229392
2024-03-24,SKU_1,WH_1,SUP_8,North,38,519,14,379,0,13.95,20.48,0,0,33.71,3,6,1,140,6.530000000000001,0.4681003584229392
2024-03-25,SKU_1,WH_1,SUP_8,West,29,490,14,379,0,13.95,20.48,0,0,31.27,3,0,1,111,6.530000000000001,0.4681003584229392
2024-03-26,SKU_1,WH_1,SUP_8,West,28,462,14,379,0,13.95,20.48,0,0,28.18,3,1,1,83,6.530000000000001,0.4681003584229392
2024-03-27,SKU_1,WH_1,SUP_8,East,33,429,14,379,0,13.95,20.48,0,0,36.1,3,2,1,50,6.530000000000001,0.4681003584229392
2024-03-28,SKU_1,WH_1,SUP_8,North,40,389,14,379,0,13.95,20.48,0,0,34.14,3,3,1,10,6.530000000000001,0.4681003584229392
2024-03-29,SKU_1,WH_1,SUP_8,East,32,357,14,379,0,13.95,20.48,0,0,35.18,3,4,1,-22,6.530000000000001,0.4681003584229392
2024-03-30,SKU_1,WH_1,SUP_8,North,27,793,14,379,463,13.95,20.48,0,0,27.62,3,5,1,414,6.530000000000001,0.4681003584229392
2024-03-31,SKU_1,WH_1,SUP_8,North,26,767,14,379,0,13.95,20.48,0,0,24.93,3,6,1,388,6.530000000000001,0.4681003584229392
2024-04-01,SKU_1,WH_1,SUP_8,West,32,735,14,379,0,13.95,20.48,0,0,31.76,4,0,2,356,6.530000000000001,0.4681003584229392
2024-04-02,SKU_1,WH_1,SUP_8,North,33,702,14,379,0,13.95,20.48,0,0,34.83,4,1,2,323,6.530000000000001,0.4681003584229392
2024-04-03,SKU_1,WH_1,SUP_8,West,28,674,14,379,0,13.95,20.48,0,0,26.36,4,2,2,295,6.530000000000001,0.4681003584229392
2024-04-04,SKU_1,WH_1,SUP_8,North,37,637,14,379,0,13.95,20.48,0,0,35.68,4,3,2,258,6.530000000000001,0.4681003584229392
2024-04-05,SKU_1,WH_1,SUP_8,West,33,604,14,379,0,13.95,20.48,0,0,26.24,4,4,2,225,6.530000000000001,0.4681003584229392
2024-04-06,SKU_1,WH_1,SUP_8,North,33,571,14,379,0,13.95,20.48,0,0,32.07,4,5,2,192,6.530000000000001,0.4681003584229392
2024-04-07,SKU_1,WH_1,SUP_8,East,31,540,14,379,0,13.95,20.48,0,0,30.63,4,6,2,161,6.530000000000001,0.4681003584229392
2024-04-08,SKU_1,WH_1,SUP_8,North,50,490,14,379,0,13.95,20.48,1,0,53.2,4,0,2,111,6.530000000000001,0.4681003584229392
2024-04-09,SKU_1,WH_1,SUP_8,North,35,455,14,379,0,13.95,20.48,0,0,41.43,4,1,2,76,6.530000000000001,0.4681003584229392
2024-04-10,SKU_1,WH_1,SUP_8,North,32,423,14,379,0,13.95,20.48,0,0,33.89,4,2,2,44,6.530000000000001,0.4681003584229392
2024-04-11,SKU_1,WH_1,SUP_8,East,49,374,14,379,0,13.95,20.48,1,0,50.21,4,3,2,-5,6.530000000000001,0.4681003584229392
2024-04-12,SKU_1,WH_1,SUP_8,South,32,794,14,379,452,13.95,20.48,0,0,36.07,4,4,2,415,6.530000000000001,0.4681003584229392
2024-04-13,SKU_1,WH_1,SUP_8,South,27,767,14,379,0,13.95,20.48,0,0,27.61,4,5,2,388,6.530000000000001,0.4681003584229392
2024-04-14,SKU_1,WH_1,SUP_8,South,29,738,14,379,0,13.95,20.48,0,0,25.47,4,6,2,359,6.530000000000001,0.4681003584229392
2024-04-15,SKU_1,WH_1,SUP_8,West,28,710,14,379,0,13.95,20.48,1,0,23.78,4,0,2,331,6.530000000000001,0.4681003584229392
2024-04-16,SKU_1,WH_1,SUP_8,West,30,680,14,379,0,13.95,20.48,0,0,32.48,4,1,2,301,6.530000000000001,0.4681003584229392
2024-04-17,SKU_1,WH_1,SUP_8,South,19,661,14,379,0,13.95,20.48,0,0,23.71,4,2,2,282,6.530000000000001,0.4681003584229392
2024-04-18,SKU_1,WH_1,SUP_8,South,21,640,14,379,0,13.95,20.48,0,0,19.73,4,3,2,261,6.530000000000001,0.4681003584229392
2024-04-19,SKU_1,WH_1,SUP_8,North,31,609,14,379,0,13.95,20.48,0,0,28.52,4,4,2,230,6.530000000000001,0.4681003584229392
2024-04-20,SKU_1,WH_1,SUP_8,West,26,583,14,379,0,13.95,20.48,0,0,21.74,4,5,2,204,6.530000000000001,0.4681003584229392
2024-04-21,SKU_1,WH_1,SUP_8,South,27,556,14,379,0,13.95,20.48,0,0,28.37,4,6,2,177,6.530000000000001,0.4681003584229392
2024-04-22,SKU_1,WH_1,SUP_8,East,29,527,14,379,0,13.95,20.48,0,0,30.17,4,0,2,148,6.530000000000001,0.4681003584229392
2024-04-23,SKU_1,WH_1,SUP_8,North,30,497,14,379,0,13.95,20.48,0,0,30.04,4,1,2,118,6.530000000000001,0.4681003584229392
2024-04-24,SKU_1,WH_1,SUP_8,East,26,471,14,379,0,13.95,20.48,0,0,26.65,4,2,2,92,6.530000000000001,0.4681003584229392
2024-04-25,SKU_1,WH_1,SUP_8,North,26,445,14,379,0,13.95,20.48,0,0,31.58,4,3,2,66,6.530000000000001,0.4681003584229392
2024-04-26,SKU_1,WH_1,SUP_8,East,36,409,14,379,0,13.95,20.48,0,0,33.89,4,4,2,30,6.530000000000001,0.4681003584229392
2024-04-27,SKU_1,WH_1,SUP_8,West,39,370,14,379,0,13.95,20.48,0,0,36.58,4,5,2,-9,6.530000000000001,0.4681003584229392
2024-04-28,SKU_1,WH_1,SUP_8,West,22,725,14,379,377,13.95,20.48,0,0,26.77,4,6,2,346,6.530000000000001,0.4681003584229392
2024-04-29,SKU_1,WH_1,SUP_8,North,30,695,14,379,0,13.95,20.48,0,0,35.63,4,0,2,316,6.530000000000001,0.4681003584229392
2024-04-30,SKU_1,WH_1,SUP_8,North,21,674,14,379,0,13.95,20.48,0,0,23.04,4,1,2,295,6.530000000000001,0.4681003584229392
2024-05-01,SKU_1,WH_1,SUP_8,South,41,633,14,379,0,13.95,20.48,1,0,45.43,5,2,2,254,6.530000000000001,0.4681003584229392
2024-05-02,SKU_1,WH_1,SUP_8,North,29,604,14,379,0,13.95,20.48,0,0,32.11,5,3,2,225,6.530000000000001,0.4681003584229392
2024-05-03,SKU_1,WH_1,SUP_8,West,34,570,14,379,0,13.95,20.48,0,0,32.59,5,4,2,191,6.530000000000001,0.4681003584229392
2024-05-04,SKU_1,WH_1,SUP_8,North,45,525,14,379,0,13.95,20.48,1,0,42.97,5,5,2,146,6.530000000000001,0.4681003584229392
2024-05-05,SKU_1,WH_1,SUP_8,South,37,488,14,379,0,13.95,20.48,1,0,37.84,5,6,2,109,6.530000000000001,0.4681003584229392
2024-05-06,SKU_1,WH_1,SUP_8,North,29,459,14,379,0,13.95,20.48,0,0,27.55,5,0,2,80,6.530000000000001,0.4681003584229392
2024-05-07,SKU_1,WH_1,SUP_8,North,36,423,14,379,0,13.95,20.48,1,0,36.14,5,1,2,44,6.530000000000001,0.4681003584229392
2024-05-08,SKU_1,WH_1,SUP_8,North,24,399,14,379,0,13.95,20.48,0,0,28.07,5,2,2,20,6.530000000000001,0.4681003584229392
2024-05-09,SKU_1,WH_1,SUP_8,North,21,378,14,379,0,13.95,20.48,0,0,22.61,5,3,2,-1,6.530000000000001,0.4681003584229392
2024-05-10,SKU_1,WH_1,SUP_8,East,27,668,14,379,317,13.95,20.48,0,0,25.72,5,4,2,289,6.530000000000001,0.4681003584229392
2024-05-11,SKU_1,WH_1,SUP_8,North,28,640,14,379,0,13.95,20.48,0,0,31.46,5,5,2,261,6.530000000000001,0.4681003584229392
2024-05-12,SKU_1,WH_1,SUP_8,East,29,611,14,379,0,13.95,20.48,0,0,33.03,5,6,2,232,6.530000000000001,0.4681003584229392
2024-05-13,SKU_1,WH_1,SUP_8,South,30,581,14,379,0,13.95,20.48,0,0,34.11,5,0,2,202,6.530000000000001,0.4681003584229392
2024-05-14,SKU_1,WH_1,SUP_8,South,28,553,14,379,0,13.95,20.48,0,0,30.41,5,1,2,174,6.530000000000001,0.4681003584229392
2024-05-15,SKU_1,WH_1,SUP_8,East,18,535,14,379,0,13.95,20.48,0,0,22.33,5,2,2,156,6.530000000000001,0.4681003584229392
2024-05-16,SKU_1,WH_1,SUP_8,North,28,507,14,379,0,13.95,20.48,0,0,33.16,5,3,2,128,6.530000000000001,0.4681003584229392
2024-05-17,SKU_1,WH_1,SUP_8,East,35,472,14,379,0,13.95,20.48,0,0,30.86,5,4,2,93,6.530000000000001,0.4681003584229392
2024-05-18,SKU_1,WH_1,SUP_8,North,25,447,14,379,0,13.95,20.48,0,0,29.26,5,5,2,68,6.530000000000001,0.4681003584229392
2024-05-19,SKU_1,WH_1,SUP_8,South,25,422,14,379,0,13.95,20.48,0,0,20.01,5,6,2,43,6.530000000000001,0.4681003584229392
2024-05-20,SKU_1,WH_1,SUP_8,East,20,402,14,379,0,13.95,20.48,0,0,18.19,5,0,2,23,6.530000000000001,0.4681003584229392
2024-05-21,SKU_1,WH_1,SUP_8,West,28,374,14,379,0,13.95,20.48,0,0,25.18,5,1,2,-5,6.530000000000001,0.4681003584229392
2024-05-22,SKU_1,WH_1,SUP_8,North,31,697,14,379,354,13.95,20.48,0,0,30.29,5,2,2,318,6.530000000000001,0.4681003584229392
2024-05-23,SKU_1,WH_1,SUP_8,North,24,673,14,379,0,13.95,20.48,1,0,25.51,5,3,2,294,6.530000000000001,0.4681003584229392
2024-05-24,SKU_1,WH_1,SUP_8,North,21,652,14,379,0,13.95,20.48,0,0,19.32,5,4,2,273,6.530000000000001,0.4681003584229392
2024-05-25,SKU_1,WH_1,SUP_8,South,15,637,14,379,0,13.95,20.48,0,0,16.54,5,5,2,258,6.530000000000001,0.4681003584229392
2024-05-26,SKU_1,WH_1,SUP_8,North,35,602,14,379,0,13.95,20.48,0,0,35.11,5,6,2,223,6.530000000000001,0.4681003584229392
2024-05-27,SKU_1,WH_1,SUP_8,West,35,567,14,379,0,13.95,20.48,0,0,34.41,5,0,2,188,6.530000000000001,0.4681003584229392
2024-05-28,SKU_1,WH_1,SUP_8,North,29,538,14,379,0,13.95,20.48,0,0,27.14,5,1,2,159,6.530000000000001,0.4681003584229392
2024-05-29,SKU_1,WH_1,SUP_8,West,25,513,14,379,0,13.95,20.48,0,0,25.95,5,2,2,134,6.530000000000001,0.4681003584229392
2024-05-30,SKU_1,WH_1,SUP_8,West,17,496,14,379,0,13.95,20.48,0,0,21.1,5,3,2,117,6.530000000000001,0.4681003584229392
2024-05-31,SKU_1,WH_1,SUP_8,East,27,469,14,379,0,13.95,20.48,0,0,24.65,5,4,2,90,6.530000000000001,0.4681003584229392
2024-06-01,SKU_1,WH_1,SUP_8,South,20,449,14,379,0,13.95,20.48,0,0,20.24,6,5,2,70,6.530000000000001,0.4681003584229392
2024-06-02,SKU_1,WH_1,SUP_8,East,20,429,14,379,0,13.95,20.48,0,0,19.32,6,6,2,50,6.530000000000001,0.4681003584229392
2024-06-03,SKU_1,WH_1,SUP_8,West,21,408,14,379,0,13.95,20.48,0,0,17.76,6,0,2,29,6.530000000000001,0.4681003584229392
2024-06-04,SKU_1,WH_1,SUP_8,South,22,386,14,379,0,13.95,20.48,0,0,15.67,6,1,2,7,6.530000000000001,0.4681003584229392
2024-06-05,SKU_1,WH_1,SUP_8,East,19,367,14,379,0,13.95,20.48,0,0,18.99,6,2,2,-12,6.530000000000001,0.4681003584229392
2024-06-06,SKU_1,WH_1,SUP_8,East,34,768,14,379,435,13.95,20.48,0,0,38.17,6,3,2,389,6.530000000000001,0.4681003584229392
2024-06-07,SKU_1,WH_1,SUP_8,West,27,741,14,379,0,13.95,20.48,0,0,26.13,6,4,2,362,6.530000000000001,0.4681003584229392
2024-06-08,SKU_1,WH_1,SUP_8,South,16,725,14,379,0,13.95,20.48,0,0,17.69,6,5,2,346,6.530000000000001,0.4681003584229392
2024-06-09,SKU_1,WH_1,SUP_8,South,22,703,14,379,0,13.95,20.48,0,0,15.17,6,6,2,324,6.530000000000001,0.4681003584229392
2024-06-10,SKU_1,WH_1,SUP_8,East,19,684,14,379,0,13.95,20.48,0,0,17.36,6,0,2,305,6.530000000000001,0.4681003584229392
2024-06-11,SKU_1,WH_1,SUP_8,East,24,660,14,379,0,13.95,20.48,0,0,26.72,6,1,2,281,6.530000000000001,0.4681003584229392
2024-06-12,SKU_1,WH_1,SUP_8,West,20,640,14,379,0,13.95,20.48,0,0,22.27,6,2,2,261,6.530000000000001,0.4681003584229392
2024-06-13,SKU_1,WH_1,SUP_8,East,25,615,14,379,0,13.95,20.48,0,0,27.5,6,3,2,236,6.530000000000001,0.4681003584229392
2024-06-14,SKU_1,WH_1,SUP_8,South,27,588,14,379,0,13.95,20.48,0,0,24.71,6,4,2,209,6.530000000000001,0.4681003584229392
2024-06-15,SKU_1,WH_1,SUP_8,West,23,565,14,379,0,13.95,20.48,1,0,24.92,6,5,2,186,6.530000000000001,0.4681003584229392
2024-06-16,SKU_1,WH_1,SUP_8,West,23,542,14,379,0,13.95,20.48,0,0,20.29,6,6,2,163,6.530000000000001,0.4681003584229392
2024-06-17,SKU_1,WH_1,SUP_8,North,26,516,14,379,0,13.95,20.48,0,0,26.03,6,0,2,137,6.530000000000001,0.4681003584229392
2024-06-18,SKU_1,WH_1,SUP_8,South,21,495,14,379,0,13.95,20.48,0,0,19.78,6,1,2,116,6.530000000000001,0.4681003584229392
2024-06-19,SKU_1,WH_1,SUP_8,West,14,481,14,379,0,13.95,20.48,0,0,14.69,6,2,2,102,6.530000000000001,0.4681003584229392
2024-06-20,SKU_1,WH_1,SUP_8,North,25,456,14,379,0,13.95,20.48,0,0,21.61,6,3,2,77,6.530000000000001,0.4681003584229392
2024-06-21,SKU_1,WH_1,SUP_8,East,33,423,14,379,0,13.95,20.48,0,0,31.19,6,4,2,44,6.530000000000001,0.4681003584229392
2024-06-22,SKU_1,WH_1,SUP_8,West,22,401,14,379,0,13.95,20.48,0,0,22.27,6,5,2,22,6.530000000000001,0.4681003584229392
2024-06-23,SKU_1,WH_1,SUP_8,West,22,379,14,379,0,13.95,20.48,0,0,23.06,6,6,2,0,6.530000000000001,0.4681003584229392
2024-06-24,SKU_1,WH_1,SUP_8,West,22,826,14,379,469,13.95,20.48,0,0,20.76,6,0,2,447,6.530000000000001,0.4681003584229392
2024-06-25,SKU_1,WH_1,SUP_8,East,22,804,14,379,0,13.95,20.48,0,0,20.74,6,1,2,425,6.530000000000001,0.4681003584229392
